genre,popularity, acousticness , danceability ,duration_ms, energy , liveness , loudness , speechiness , tempo , valence 
Jazz,46,"  0,60 ","  0,48 ",251163,"  0,42 ","  0,21 ","  (11,50)","  0,04 ","  172,23 ","  0,08 "
Jazz,45,"  0,96 ","  0,68 ",179640,"  0,19 ","  0,10 ","  (11,26)","  0,04 ","  92,88 ","  0,48 "
Jazz,45,"  0,64 ","  0,52 ",250360,"  0,34 ","  0,06 ","  (9,81)","  0,03 ","  152,41 ","  0,33 "
Jazz,49,"  0,78 ","  0,59 ",149560,"  0,52 ","  0,22 ","  (9,92)","  0,22 ","  150,45 ","  0,81 "
Jazz,50,"  0,66 ","  0,70 ",261144,"  0,65 ","  0,07 ","  (7,90)","  0,05 ","  134,92 ","  0,93 "
Jazz,51,"  0,86 ","  0,64 ",196560,"  0,16 ","  0,11 ","  (15,35)","  0,04 ","  140,45 ","  0,50 "
Jazz,40,"  0,87 ","  0,31 ",256720,"  0,50 ","  0,09 ","  (5,00)","  0,03 ","  147,18 ","  0,27 "
Jazz,50,"  0,15 ","  0,84 ",359213,"  0,71 ","  0,09 ","  (9,14)","  0,04 ","  145,95 ","  0,97 "
Jazz,50,"  0,75 ","  0,82 ",285547,"  0,75 ","  0,06 ","  (4,67)","  0,05 ","  95,05 ","  0,90 "
Jazz,52,"  0,62 ","  0,42 ",227760,"  0,83 ","  0,96 ","  (6,44)","  0,12 ","  132,75 ","  0,53 "
Jazz,43,"  0,63 ","  0,71 ",292307,"  0,71 ","  0,05 ","  (2,65)","  0,03 ","  94,05 ","  0,87 "
Jazz,42,"  0,07 ","  0,42 ",385344,"  0,60 ","  0,13 ","  (7,53)","  0,04 ","  92,92 ","  0,38 "
Jazz,40,"  0,00 ","  0,56 ",362227,"  0,81 ","  0,09 ","  (9,82)","  0,04 ","  115,01 ","  0,89 "
Jazz,40,"  0,00 ","  0,37 ",327272,"  0,85 ","  0,29 ","  (3,35)","  0,05 ","  154,16 ","  0,29 "
Jazz,40,"  0,02 ","  0,61 ",145880,"  0,67 ","  0,08 ","  (5,77)","  0,04 ","  100,14 ","  0,09 "
Jazz,40,"  0,94 ","  0,42 ",333000,"  0,26 ","  0,14 ","  (16,80)","  0,03 ","  115,14 ","  0,18 "
Pop,61,"  0,10 ","  0,62 ",239160,"  0,46 ","  0,12 ","  (6,04)","  0,03 ","  119,05 ","  0,12 "
Pop,66,"  0,19 ","  0,62 ",165744,"  0,69 ","  0,41 ","  (4,58)","  0,03 ","  124,12 ","  0,75 "
Pop,59,"  0,79 ","  0,47 ",318493,"  0,27 ","  0,14 ","  (12,14)","  0,03 ","  131,39 ","  0,18 "
Pop,66,"  0,37 ","  0,63 ",194733,"  0,60 ","  0,15 ","  (7,75)","  0,03 ","  85,96 ","  0,18 "
Pop,60,"  0,01 ","  0,58 ",205773,"  0,77 ","  0,33 ","  (6,61)","  0,03 ","  98,04 ","  0,41 "
Pop,60,"  0,40 ","  0,42 ",302547,"  0,74 ","  0,19 ","  (5,03)","  0,40 ","  161,79 ","  0,32 "
Pop,66,"  0,32 ","  0,63 ",228173,"  0,76 ","  0,23 ","  (7,21)","  0,32 ","  94,97 ","  0,52 "
Pop,61,"  0,00 ","  0,79 ",159560,"  0,69 ","  0,10 ","  (4,01)","  0,04 ","  124,99 ","  0,50 "
Pop,65,"  0,04 ","  0,72 ",166693,"  0,74 ","  0,19 ","  (7,52)","  0,05 ","  92,18 ","  0,76 "
Pop,70,"  0,51 ","  0,65 ",224987,"  0,41 ","  0,36 ","  (4,61)","  0,03 ","  144,01 ","  0,37 "
Pop,67,"  0,00 ","  0,47 ",241560,"  0,43 ","  0,13 ","  (7,95)","  0,02 ","  84,05 ","  0,08 "
Pop,65,"  0,64 ","  0,66 ",265560,"  0,23 ","  0,10 ","  (11,78)","  0,03 ","  106,02 ","  0,16 "
Pop,62,"  0,74 ","  0,57 ",496173,"  0,46 ","  0,71 ","  (11,75)","  0,50 ","  127,00 ","  0,35 "
Pop,60,"  0,23 ","  0,68 ",206350,"  0,54 ","  0,09 ","  (7,58)","  0,36 ","  77,94 ","  0,67 "
Pop,64,"  0,66 ","  0,74 ",217200,"  0,47 ","  0,11 ","  (6,29)","  0,04 ","  139,93 ","  0,74 "
Pop,60,"  0,28 ","  0,74 ",222760,"  0,62 ","  0,11 ","  (6,67)","  0,04 ","  109,97 ","  0,49 "
Pop,70,"  0,76 ","  0,44 ",190263,"  0,25 ","  0,26 ","  (12,83)","  0,03 ","  77,59 ","  0,36 "
Pop,59,"  0,01 ","  0,61 ",265960,"  0,94 ","  0,31 ","  (3,07)","  0,03 ","  117,30 ","  0,52 "
Pop,64,"  0,03 ","  0,68 ",161963,"  0,77 ","  0,08 ","  (4,36)","  0,08 ","  162,98 ","  0,72 "
Pop,63,"  0,12 ","  0,53 ",199867,"  0,87 ","  0,12 ","  (5,83)","  0,16 ","  189,84 ","  0,27 "
Pop,57,"  0,02 ","  0,71 ",277947,"  0,57 ","  0,07 ","  (7,04)","  0,09 ","  159,82 ","  0,71 "
Pop,58,"  0,55 ","  0,76 ",221493,"  0,85 ","  0,10 ","  (4,32)","  0,25 ","  92,49 ","  0,50 "
Pop,59,"  0,27 ","  0,70 ",254467,"  0,67 ","  0,14 ","  (5,31)","  0,11 ","  83,07 ","  0,47 "
Pop,64,"  0,59 ","  0,64 ",238467,"  0,26 ","  0,28 ","  (14,57)","  0,03 ","  99,30 ","  0,26 "
Pop,61,"  0,06 ","  0,77 ",193200,"  0,69 ","  0,11 ","  (3,45)","  0,05 ","  99,98 ","  0,52 "
Pop,63,"  0,82 ","  0,68 ",189360,"  0,65 ","  0,34 ","  (3,34)","  0,03 ","  125,04 ","  0,71 "
Pop,54,"  0,02 ","  0,66 ",180373,"  0,79 ","  0,05 ","  (4,99)","  0,07 ","  103,91 ","  0,69 "
Pop,64,"  0,18 ","  0,75 ",176627,"  0,67 ","  0,06 ","  (5,74)","  0,03 ","  120,98 ","  0,68 "
Rock,55,"  0,18 ","  0,58 ",202733,"  0,71 ","  0,10 ","  (6,87)","  0,06 ","  140,72 ","  0,74 "
Rock,60,"  0,00 ","  0,56 ",179227,"  0,77 ","  0,05 ","  (3,62)","  0,07 ","  164,01 ","  0,90 "
Rock,64,"  0,93 ","  0,34 ",184800,"  0,30 ","  0,09 ","  (10,94)","  0,03 ","  114,22 ","  0,19 "
Rock,63,"  0,81 ","  0,49 ",304293,"  0,25 ","  0,08 ","  (9,85)","  0,03 ","  102,61 ","  0,50 "
Rock,59,"  0,51 ","  0,58 ",116160,"  0,82 ","  0,11 ","  (4,39)","  0,03 ","  136,15 ","  0,97 "
Rock,51,"  0,01 ","  0,72 ",196778,"  0,74 ","  0,24 ","  (6,42)","  0,05 ","  158,02 ","  0,38 "
Rock,58,"  0,00 ","  0,74 ",188800,"  0,85 ","  0,49 ","  (3,71)","  0,07 ","  100,00 ","  0,54 "
Rock,54,"  0,06 ","  0,70 ",189893,"  0,89 ","  0,59 ","  (3,71)","  0,03 ","  112,52 ","  0,80 "
Rock,59,"  0,01 ","  0,59 ",284893,"  0,77 ","  0,09 ","  (7,12)","  0,03 ","  98,99 ","  0,17 "
Rock,50,"  0,32 ","  0,52 ",267627,"  0,55 ","  0,16 ","  (9,69)","  0,03 ","  113,42 ","  0,74 "
Rock,57,"  0,54 ","  0,68 ",188133,"  0,64 ","  0,08 ","  (4,98)","  0,03 ","  105,00 ","  0,32 "
Rock,57,"  0,01 ","  0,55 ",266507,"  0,68 ","  0,34 ","  (5,78)","  0,04 ","  135,71 ","  0,26 "
Rock,59,"  0,88 ","  0,43 ",293973,"  0,09 ","  0,11 ","  (15,94)","  0,04 ","  129,66 ","  0,21 "
Rock,53,"  0,02 ","  0,57 ",173152,"  0,72 ","  0,14 ","  (7,02)","  0,05 ","  96,44 ","  0,09 "
Rock,56,"  0,45 ","  0,75 ",223533,"  0,71 ","  0,32 ","  (9,43)","  0,03 ","  113,21 ","  0,66 "
Rock,54,"  0,43 ","  0,65 ",192960,"  0,74 ","  0,09 ","  (10,05)","  0,03 ","  109,31 ","  0,94 "
Rock,50,"  0,43 ","  0,51 ",296058,"  0,52 ","  0,12 ","  (7,79)","  0,04 ","  146,97 ","  0,10 "
Rock,51,"  0,03 ","  0,50 ",294240,"  0,72 ","  0,09 ","  (5,87)","  0,03 ","  90,05 ","  0,36 "
Rock,53,"  0,01 ","  0,43 ",219760,"  0,96 ","  0,15 ","  (4,67)","  0,07 ","  84,98 ","  0,40 "
Rock,62,"  0,10 ","  0,54 ",209829,"  0,89 ","  0,10 ","  (4,48)","  0,05 ","  90,00 ","  0,51 "
Rock,55,"  0,23 ","  0,39 ",200453,"  0,69 ","  0,15 ","  (3,14)","  0,03 ","  155,94 ","  0,40 "
Rock,55,"  0,35 ","  0,60 ",180013,"  0,60 ","  0,07 ","  (5,74)","  0,03 ","  145,08 ","  0,55 "
Rock,54,"  0,72 ","  0,74 ",204533,"  0,32 ","  0,15 ","  (10,76)","  0,04 ","  88,17 ","  0,38 "
Rock,60,"  0,00 ","  0,33 ",153600,"  0,90 ","  0,16 ","  (6,82)","  0,20 ","  110,36 ","  0,23 "
Rock,49,"  0,00 ","  0,55 ",218100,"  0,80 ","  0,49 ","  (6,62)","  0,04 ","  113,85 ","  0,46 "
Rock,51,"  0,17 ","  0,73 ",179000,"  0,48 ","  0,11 ","  (7,67)","  0,06 ","  90,96 ","  0,62 "
Rock,59,"  0,65 ","  0,72 ",162547,"  0,45 ","  0,35 ","  (9,04)","  0,05 ","  137,88 ","  0,46 "
Rock,52,"  0,01 ","  0,42 ",132507,"  0,79 ","  0,21 ","  (5,91)","  0,03 ","  175,39 ","  0,71 "
Rock,49,"  0,08 ","  0,46 ",330533,"  0,70 ","  0,37 ","  (10,11)","  0,09 ","  103,09 ","  0,25 "
Rock,55,"  0,12 ","  0,59 ",184676,"  0,54 ","  0,05 ","  (9,11)","  0,10 ","  167,83 ","  0,58 "
Reggaeton,57,"  0,14 ","  0,81 ",207209,"  0,48 ","  0,14 ","  (7,08)","  0,22 ","  171,78 ","  0,41 "
Reggaeton,53,"  0,21 ","  0,79 ",284654,"  0,55 ","  0,14 ","  (8,47)","  0,34 ","  125,00 ","  0,22 "
Reggaeton,56,"  0,37 ","  0,71 ",229640,"  0,70 ","  0,09 ","  (5,26)","  0,05 ","  180,00 ","  0,71 "
Reggaeton,53,"  0,21 ","  0,79 ",175047,"  0,75 ","  0,15 ","  (7,41)","  0,05 ","  95,99 ","  0,60 "
Reggaeton,49,"  0,52 ","  0,71 ",231549,"  0,73 ","  0,09 ","  (7,57)","  0,14 ","  83,85 ","  0,63 "
Reggaeton,47,"  0,33 ","  0,85 ",213653,"  0,85 ","  0,06 ","  (4,81)","  0,13 ","  94,94 ","  0,82 "
Reggaeton,46,"  0,52 ","  0,75 ",179026,"  0,56 ","  0,18 ","  (8,37)","  0,05 ","  90,02 ","  0,45 "
Reggaeton,44,"  0,13 ","  0,90 ",260300,"  0,43 ","  0,16 ","  (10,65)","  0,38 ","  132,02 ","  0,32 "
Reggaeton,46,"  0,01 ","  0,68 ",220267,"  0,95 ","  0,22 ","  (2,48)","  0,05 ","  123,06 ","  0,89 "
Reggaeton,47,"  0,24 ","  0,79 ",189320,"  0,75 ","  0,06 ","  (4,88)","  0,11 ","  178,03 ","  0,74 "
Reggaeton,46,"  0,20 ","  0,77 ",194560,"  0,89 ","  0,09 ","  (5,46)","  0,09 ","  99,94 ","  0,81 "
Reggaeton,47,"  0,31 ","  0,79 ",237027,"  0,90 ","  0,10 ","  (3,17)","  0,10 ","  97,02 ","  0,77 "
Reggaeton,43,"  0,39 ","  0,73 ",225453,"  0,58 ","  0,25 ","  (7,87)","  0,06 ","  94,02 ","  0,61 "
Reggaeton,41,"  0,22 ","  0,59 ",215373,"  0,92 ","  0,81 ","  (3,43)","  0,04 ","  165,85 ","  0,81 "
Reggaeton,38,"  0,09 ","  0,66 ",241551,"  0,65 ","  0,10 ","  (5,18)","  0,12 ","  144,03 ","  0,27 "
Reggaeton,39,"  0,49 ","  0,74 ",424112,"  0,77 ","  0,27 ","  (5,41)","  0,19 ","  88,03 ","  0,57 "
Reggaeton,41,"  0,12 ","  0,68 ",185224,"  0,56 ","  0,08 ","  (5,72)","  0,18 ","  95,12 ","  0,34 "
Reggaeton,36,"  0,33 ","  0,75 ",202347,"  0,60 ","  0,23 ","  (5,68)","  0,27 ","  79,88 ","  0,52 "
Reggaeton,28,"  0,39 ","  0,71 ",281273,"  0,85 ","  0,48 ","  (4,95)","  0,08 ","  167,97 ","  0,93 "
Reggaeton,46,"  0,47 ","  0,73 ",249560,"  0,63 ","  0,08 ","  (6,45)","  0,09 ","  160,04 ","  0,86 "
Reggaeton,30,"  0,23 ","  0,78 ",264840,"  0,86 ","  0,03 ","  (5,24)","  0,18 ","  96,00 ","  0,61 "
Reggaeton,34,"  0,06 ","  0,75 ",224240,"  0,66 ","  0,66 ","  (6,25)","  0,23 ","  172,04 ","  0,73 "
Reggaeton,35,"  0,20 ","  0,72 ",246602,"  0,59 ","  0,49 ","  (8,20)","  0,26 ","  98,80 ","  0,63 "
Reggaeton,36,"  0,14 ","  0,64 ",190573,"  0,81 ","  0,08 ","  (9,23)","  0,13 ","  123,68 ","  0,61 "
Reggaeton,33,"  0,18 ","  0,78 ",195920,"  0,88 ","  0,88 ","  (4,50)","  0,08 ","  108,00 ","  0,88 "
Reggaeton,38,"  0,23 ","  0,87 ",186773,"  0,69 ","  0,23 ","  (5,16)","  0,11 ","  91,98 ","  0,54 "
Reggaeton,38,"  0,14 ","  0,79 ",217177,"  0,78 ","  0,31 ","  (8,46)","  0,07 ","  110,01 ","  0,90 "
Reggaeton,31,"  0,18 ","  0,86 ",264800,"  0,63 ","  0,06 ","  (7,47)","  0,13 ","  110,00 ","  0,80 "
Reggaeton,31,"  0,17 ","  0,69 ",220134,"  0,73 ","  0,05 ","  (6,81)","  0,05 ","  168,02 ","  0,88 "
Reggaeton,36,"  0,14 ","  0,86 ",242067,"  0,70 ","  0,05 ","  (3,34)","  0,06 ","  130,01 ","  0,77 "
Reggaeton,37,"  0,20 ","  0,78 ",241827,"  0,60 ","  0,93 ","  (11,16)","  0,10 ","  93,00 ","  0,72 "
Reggaeton,34,"  0,35 ","  0,83 ",300208,"  0,72 ","  0,12 ","  (8,19)","  0,17 ","  105,01 ","  0,59 "
Reggaeton,38,"  0,13 ","  0,80 ",250133,"  0,63 ","  0,11 ","  (5,55)","  0,32 ","  167,35 ","  0,72 "
Reggaeton,28,"  0,62 ","  0,70 ",224093,"  0,70 ","  0,29 ","  (5,34)","  0,04 ","  96,01 ","  0,77 "
Reggaeton,28,"  0,62 ","  0,79 ",188976,"  0,54 ","  0,07 ","  (8,27)","  0,08 ","  93,97 ","  0,97 "
Reggaeton,38,"  0,21 ","  0,67 ",215041,"  0,58 ","  0,16 ","  (7,40)","  0,14 ","  92,05 ","  0,60 "
Reggaeton,31,"  0,10 ","  0,73 ",156133,"  0,84 ","  0,14 ","  (5,51)","  0,05 ","  94,02 ","  0,47 "
Reggaeton,28,"  0,22 ","  0,82 ",228147,"  0,94 ","  0,23 ","  (4,22)","  0,04 ","  110,02 ","  0,94 "
Reggaeton,34,"  0,19 ","  0,69 ",213187,"  0,93 ","  0,11 ","  (4,19)","  0,07 ","  98,01 ","  0,86 "
Reggaeton,30,"  0,01 ","  0,77 ",262147,"  0,85 ","  0,26 ","  (4,05)","  0,05 ","  172,03 ","  0,71 "
Reggaeton,21,"  0,33 ","  0,74 ",201853,"  0,67 ","  0,33 ","  (7,76)","  0,04 ","  96,98 ","  0,45 "
Reggaeton,33,"  0,29 ","  0,70 ",173760,"  0,91 ","  0,26 ","  (3,59)","  0,06 ","  90,01 ","  0,85 "
Reggaeton,23,"  0,00 ","  0,76 ",281373,"  0,90 ","  0,87 ","  (5,14)","  0,10 ","  106,68 ","  0,83 "
Reggaeton,35,"  0,06 ","  0,66 ",210227,"  0,84 ","  0,38 ","  (3,28)","  0,05 ","  98,05 ","  0,65 "
Reggaeton,38,"  0,09 ","  0,73 ",191523,"  0,84 ","  0,08 ","  (4,59)","  0,23 ","  184,03 ","  0,92 "
Reggaeton,19,"  0,22 ","  0,76 ",209347,"  0,84 ","  0,06 ","  (4,02)","  0,20 ","  88,05 ","  0,61 "
Reggaeton,26,"  0,08 ","  0,71 ",223253,"  0,76 ","  0,08 ","  (6,49)","  0,11 ","  172,00 ","  0,92 "
Reggaeton,30,"  0,03 ","  0,58 ",266080,"  0,78 ","  0,22 ","  (6,62)","  0,17 ","  184,26 ","  0,52 "
Reggaeton,26,"  0,24 ","  0,80 ",226667,"  0,72 ","  0,09 ","  (5,89)","  0,05 ","  90,04 ","  0,83 "
Reggaeton,33,"  0,07 ","  0,56 ",162333,"  0,76 ","  0,06 ","  (4,78)","  0,07 ","  83,82 ","  0,35 "
Reggaeton,19,"  0,22 ","  0,71 ",206987,"  0,63 ","  0,11 ","  (8,41)","  0,02 ","  83,01 ","  0,71 "
Reggaeton,25,"  0,47 ","  0,66 ",265587,"  0,55 ","  0,07 ","  (7,39)","  0,04 ","  135,98 ","  0,32 "
Reggaeton,27,"  0,18 ","  0,71 ",203885,"  0,55 ","  0,12 ","  (8,50)","  0,11 ","  179,87 ","  0,75 "
Reggaeton,23,"  0,35 ","  0,64 ",223293,"  0,77 ","  0,06 ","  (5,10)","  0,05 ","  172,04 ","  0,58 "
Reggaeton,35,"  0,08 ","  0,72 ",217500,"  0,78 ","  0,09 ","  (5,13)","  0,06 ","  91,97 ","  0,90 "
Reggaeton,17,"  0,14 ","  0,84 ",161613,"  0,61 ","  0,06 ","  (5,30)","  0,40 ","  91,99 ","  0,62 "
Reggaeton,27,"  0,47 ","  0,83 ",185080,"  0,90 ","  0,19 ","  (5,23)","  0,14 ","  85,03 ","  0,59 "
Reggaeton,29,"  0,64 ","  0,88 ",252653,"  0,75 ","  0,29 ","  (3,41)","  0,06 ","  144,07 ","  0,96 "
Reggaeton,27,"  0,08 ","  0,74 ",222360,"  0,81 ","  0,07 ","  (7,07)","  0,04 ","  95,01 ","  0,71 "
Reggaeton,25,"  0,58 ","  0,73 ",172907,"  0,67 ","  0,33 ","  (4,09)","  0,19 ","  85,98 ","  0,25 "
Reggaeton,28,"  0,15 ","  0,76 ",223521,"  0,67 ","  0,09 ","  (4,16)","  0,05 ","  92,00 ","  0,68 "
Reggaeton,29,"  0,27 ","  0,74 ",243587,"  0,77 ","  0,21 ","  (2,90)","  0,04 ","  92,01 ","  0,68 "
Reggaeton,12,"  0,02 ","  0,61 ",165053,"  0,90 ","  0,99 ","  (5,35)","  0,09 ","  107,81 ","  0,36 "
Reggaeton,20,"  0,31 ","  0,73 ",199160,"  0,88 ","  0,14 ","  (3,22)","  0,04 ","  127,98 ","  0,94 "
Reggaeton,22,"  0,19 ","  0,77 ",172533,"  0,71 ","  0,46 ","  (9,52)","  0,28 ","  95,05 ","  0,59 "
Reggaeton,20,"  0,05 ","  0,83 ",212187,"  0,81 ","  0,05 ","  (5,93)","  0,21 ","  120,00 ","  0,84 "
Reggaeton,25,"  0,41 ","  0,58 ",212013,"  0,58 ","  0,11 ","  (6,49)","  0,03 ","  135,93 ","  0,28 "
Reggaeton,34,"  0,07 ","  0,70 ",210796,"  0,90 ","  0,32 ","  (4,05)","  0,07 ","  97,01 ","  0,90 "
Reggaeton,23,"  0,82 ","  0,72 ",215954,"  0,75 ","  0,33 ","  (3,31)","  0,03 ","  91,58 ","  0,85 "
Rock,71,"  0,08 ","  0,64 ",208760,"  0,68 ","  0,08 ","  (3,45)","  0,03 ","  113,95 ","  0,27 "
Rock,75,"  0,39 ","  0,53 ",194187,"  0,69 ","  0,07 ","  (3,95)","  0,04 ","  78,00 ","  0,54 "
Rock,73,"  0,21 ","  0,67 ",231933,"  0,91 ","  0,14 ","  (4,88)","  0,17 ","  135,65 ","  0,51 "
Rock,66,"  0,01 ","  0,29 ",275395,"  0,82 ","  0,16 ","  (6,76)","  0,04 ","  89,94 ","  0,24 "
Rock,65,"  0,02 ","  0,49 ",257227,"  0,56 ","  0,07 ","  (12,26)","  0,03 ","  105,54 ","  0,68 "
Rock,69,"  0,01 ","  0,48 ",177280,"  0,92 ","  0,39 ","  (3,86)","  0,07 ","  154,96 ","  0,70 "
Rock,67,"  0,04 ","  0,56 ",335267,"  0,89 ","  0,15 ","  (5,53)","  0,03 ","  96,99 ","  0,51 "
Rock,67,"  0,35 ","  0,69 ",320654,"  0,34 ","  0,06 ","  (7,63)","  0,06 ","  128,01 ","  0,57 "
Rock,67,"  0,01 ","  0,66 ",186627,"  0,70 ","  0,08 ","  (5,92)","  0,03 ","  108,02 ","  0,97 "
Classical,26,"  0,99 ","  0,48 ",265960,"  0,08 ","  0,12 ","  (19,04)","  0,04 ","  75,43 ","  0,11 "
Jazz,45,"  0,15 ","  0,91 ",232381,"  0,85 ","  0,05 ","  (5,60)","  0,12 ","  125,99 ","  0,82 "
Jazz,37,"  0,42 ","  0,83 ",201600,"  0,86 ","  0,29 ","  (2,07)","  0,06 ","  103,49 ","  0,97 "
Jazz,40,"  0,18 ","  0,64 ",86163,"  0,27 ","  0,11 ","  (10,29)","  0,20 ","  78,04 ","  0,30 "
Jazz,40,"  0,35 ","  0,58 ",267320,"  0,86 ","  0,10 ","  (9,45)","  0,07 ","  98,46 ","  0,96 "
Jazz,41,"  0,91 ","  0,83 ",166440,"  0,15 ","  0,12 ","  (17,93)","  0,05 ","  118,81 ","  0,40 "
Jazz,43,"  0,83 ","  0,71 ",195173,"  0,30 ","  0,14 ","  (12,65)","  0,03 ","  131,57 ","  0,53 "
Jazz,42,"  0,16 ","  0,74 ",140245,"  0,59 ","  0,11 ","  (6,91)","  0,03 ","  89,01 ","  0,69 "
Jazz,45,"  0,21 ","  0,77 ",233947,"  0,73 ","  0,09 ","  (7,52)","  0,04 ","  134,05 ","  0,87 "
Jazz,37,"  0,53 ","  0,33 ",306627,"  0,61 ","  0,09 ","  (7,95)","  0,04 ","  177,20 ","  0,46 "
Jazz,33,"  0,41 ","  0,62 ",196867,"  0,69 ","  0,36 ","  (8,17)","  0,03 ","  124,05 ","  0,70 "
Jazz,39,"  0,81 ","  0,52 ",256467,"  0,31 ","  0,18 ","  (15,79)","  0,04 ","  138,78 ","  0,50 "
Jazz,42,"  0,95 ","  0,55 ",183293,"  0,43 ","  0,21 ","  (7,51)","  0,03 ","  70,75 ","  0,63 "
Jazz,38,"  0,81 ","  0,65 ",352693,"  0,64 ","  0,09 ","  (10,32)","  0,04 ","  101,04 ","  0,74 "
Jazz,34,"  0,91 ","  0,55 ",389293,"  0,20 ","  0,11 ","  (11,15)","  0,04 ","  143,76 ","  0,33 "
Jazz,40,"  0,02 ","  0,65 ",420573,"  0,36 ","  0,69 ","  (13,16)","  0,05 ","  139,00 ","  0,29 "
Jazz,38,"  0,69 ","  0,70 ",278240,"  0,50 ","  0,33 ","  (10,41)","  0,04 ","  96,02 ","  0,49 "
Jazz,41,"  0,93 ","  0,59 ",255773,"  0,21 ","  0,13 ","  (17,24)","  0,03 ","  82,06 ","  0,57 "
Jazz,40,"  0,77 ","  0,25 ",223600,"  0,29 ","  0,07 ","  (10,14)","  0,03 ","  81,86 ","  0,10 "
Jazz,38,"  0,90 ","  0,20 ",196227,"  0,27 ","  0,51 ","  (12,34)","  0,03 ","  69,88 ","  0,10 "
Jazz,44,"  0,66 ","  0,74 ",290827,"  0,48 ","  0,09 ","  (11,96)","  0,07 ","  115,05 ","  0,80 "
Jazz,33,"  0,48 ","  0,71 ",278893,"  0,63 ","  0,06 ","  (10,14)","  0,04 ","  98,98 ","  0,69 "
Jazz,39,"  0,32 ","  0,60 ",265960,"  0,74 ","  0,06 ","  (6,82)","  0,03 ","  98,74 ","  0,74 "
Jazz,31,"  0,82 ","  0,73 ",244613,"  0,63 ","  0,12 ","  (11,02)","  0,03 ","  115,95 ","  0,76 "
Jazz,45,"  0,62 ","  0,67 ",221107,"  0,46 ","  0,12 ","  (6,29)","  0,03 ","  100,08 ","  0,67 "
Jazz,37,"  0,97 ","  0,52 ",451440,"  0,15 ","  0,33 ","  (18,62)","  0,05 ","  72,25 ","  0,33 "
Jazz,45,"  0,02 ","  0,82 ",235188,"  0,55 ","  0,09 ","  (8,20)","  0,16 ","  122,87 ","  0,59 "
Jazz,39,"  0,70 ","  0,24 ",171987,"  0,43 ","  0,07 ","  (13,58)","  0,05 ","  84,69 ","  0,36 "
Jazz,36,"  0,17 ","  0,27 ",157117,"  0,70 ","  0,28 ","  (8,51)","  0,05 ","  149,29 ","  0,20 "
Jazz,33,"  0,68 ","  0,54 ",297480,"  0,48 ","  0,91 ","  (17,20)","  0,04 ","  112,50 ","  0,87 "
Jazz,39,"  0,03 ","  0,58 ",439160,"  0,86 ","  0,07 ","  (6,23)","  0,03 ","  95,26 ","  0,53 "
Jazz,36,"  0,70 ","  0,81 ",219853,"  0,31 ","  0,11 ","  (13,03)","  0,03 ","  114,09 ","  0,52 "
Jazz,28,"  0,35 ","  0,44 ",564239,"  0,72 ","  0,22 ","  (6,88)","  0,03 ","  89,71 ","  0,48 "
Jazz,32,"  0,38 ","  0,55 ",170800,"  0,80 ","  0,11 ","  (6,15)","  0,16 ","  140,09 ","  0,86 "
Jazz,39,"  0,89 ","  0,21 ",162253,"  0,27 ","  0,14 ","  (12,19)","  0,04 ","  92,94 ","  0,21 "
Jazz,32,"  0,66 ","  0,69 ",264000,"  0,60 ","  0,11 ","  (8,95)","  0,04 ","  90,03 ","  0,69 "
Jazz,38,"  0,73 ","  0,62 ",277267,"  0,35 ","  0,09 ","  (9,76)","  0,07 ","  172,97 ","  0,71 "
Jazz,29,"  0,73 ","  0,74 ",315893,"  0,49 ","  0,07 ","  (10,24)","  0,12 ","  81,26 ","  0,86 "
Jazz,29,"  0,36 ","  0,68 ",259520,"  0,74 ","  0,05 ","  (6,18)","  0,03 ","  81,03 ","  0,69 "
Jazz,34,"  0,31 ","  0,75 ",306613,"  0,39 ","  0,11 ","  (13,70)","  0,05 ","  121,43 ","  0,54 "
Jazz,38,"  0,21 ","  0,65 ",189933,"  0,87 ","  0,15 ","  (8,83)","  0,30 ","  95,53 ","  0,66 "
Jazz,41,"  0,04 ","  0,80 ",277973,"  0,61 ","  0,08 ","  (8,56)","  0,06 ","  119,99 ","  0,70 "
Jazz,38,"  0,68 ","  0,52 ",308667,"  0,19 ","  0,70 ","  (20,13)","  0,04 ","  98,90 ","  0,52 "
Jazz,33,"  0,75 ","  0,39 ",294693,"  0,59 ","  0,11 ","  (9,67)","  0,04 ","  157,63 ","  0,17 "
Jazz,41,"  0,00 ","  0,83 ",288053,"  0,82 ","  0,11 ","  (6,54)","  0,08 ","  107,91 ","  0,62 "
Jazz,39,"  0,00 ","  0,54 ",208947,"  0,74 ","  0,21 ","  (9,21)","  0,03 ","  159,91 ","  0,47 "
Jazz,44,"  0,83 ","  0,53 ",236865,"  0,39 ","  0,24 ","  (10,89)","  0,04 ","  86,85 ","  0,31 "
Jazz,42,"  0,33 ","  0,75 ",364440,"  0,42 ","  0,22 ","  (13,27)","  0,06 ","  77,01 ","  0,67 "
Jazz,43,"  0,90 ","  0,49 ",269291,"  0,14 ","  0,10 ","  (16,02)","  0,06 ","  75,53 ","  0,33 "
Jazz,36,"  0,35 ","  0,82 ",270013,"  0,52 ","  0,08 ","  (6,75)","  0,08 ","  94,01 ","  0,86 "
Jazz,43,"  0,69 ","  0,45 ",277469,"  0,36 ","  0,11 ","  (14,18)","  0,03 ","  78,84 ","  0,30 "
Soul,79,"  0,11 ","  0,70 ",214827,"  0,81 ","  0,18 ","  (8,20)","  0,03 ","  125,94 ","  0,98 "
