genre,popularity, acousticness , danceability ,duration_ms, energy , liveness , loudness , speechiness , tempo , valence 
Opera,23,"  0,96 ","  0,35 ",153393,"  0,51 ","  0,33 ","  (8,30)","  0,04 ","  136,54 ","  0,54 "
Opera,33,"  0,83 ","  0,30 ",201933,"  0,47 ","  0,90 ","  (10,52)","  0,04 ","  98,99 ","  0,21 "
Opera,15,"  0,97 ","  0,30 ",156253,"  0,21 ","  0,16 ","  (13,34)","  0,04 ","  61,07 ","  0,07 "
Opera,18,"  0,91 ","  0,49 ",291840,"  0,07 ","  0,43 ","  (20,32)","  0,04 ","  84,03 ","  0,47 "
Opera,21,"  0,74 ","  0,42 ",206240,"  0,30 ","  0,12 ","  (18,31)","  0,04 ","  122,60 ","  0,51 "
Opera,27,"  0,95 ","  0,15 ",218781,"  0,11 ","  0,11 ","  (16,41)","  0,04 ","  73,15 ","  0,04 "
Opera,21,"  0,95 ","  0,33 ",166560,"  0,06 ","  0,19 ","  (19,85)","  0,04 ","  116,63 ","  0,12 "
Opera,17,"  0,93 ","  0,14 ",364707,"  0,14 ","  0,34 ","  (20,64)","  0,05 ","  79,53 ","  0,07 "
Folk,45,"  0,17 ","  0,45 ",242147,"  0,72 ","  0,12 ","  (7,72)","  0,08 ","  111,02 ","  0,39 "
Folk,51,"  0,21 ","  0,62 ",271107,"  0,60 ","  0,11 ","  (10,40)","  0,03 ","  122,96 ","  0,34 "
Folk,43,"  0,83 ","  0,29 ",252680,"  0,24 ","  0,72 ","  (10,28)","  0,04 ","  61,68 ","  0,15 "
Folk,54,"  0,90 ","  0,65 ",171413,"  0,69 ","  0,13 ","  (9,71)","  0,05 ","  78,27 ","  0,96 "
Folk,49,"  0,17 ","  0,80 ",188528,"  0,57 ","  0,08 ","  (8,48)","  0,06 ","  130,78 ","  0,72 "
Folk,43,"  0,02 ","  0,53 ",170293,"  0,66 ","  0,21 ","  (8,49)","  0,03 ","  132,25 ","  0,65 "
Folk,50,"  0,00 ","  0,52 ",188973,"  0,99 ","  0,08 ","  (2,87)","  0,06 ","  94,35 ","  0,73 "
Folk,57,"  0,15 ","  0,75 ",186621,"  0,64 ","  0,13 ","  (6,29)","  0,07 ","  159,90 ","  0,81 "
Folk,53,"  0,89 ","  0,62 ",211000,"  0,41 ","  0,12 ","  (10,97)","  0,39 ","  160,02 ","  0,19 "
Folk,43,"  0,41 ","  0,59 ",288520,"  0,49 ","  0,22 ","  (6,90)","  0,03 ","  125,92 ","  0,67 "
Folk,44,"  0,59 ","  0,44 ",211120,"  0,38 ","  0,09 ","  (13,60)","  0,07 ","  92,02 ","  0,08 "
Folk,49,"  0,64 ","  0,75 ",332213,"  0,45 ","  0,07 ","  (7,30)","  0,04 ","  124,59 ","  0,60 "
Folk,42,"  0,00 ","  0,39 ",212480,"  0,58 ","  0,08 ","  (10,05)","  0,04 ","  93,24 ","  0,45 "
Folk,49,"  0,81 ","  0,56 ",258731,"  0,46 ","  0,08 ","  (8,28)","  0,04 ","  132,20 ","  0,31 "
Folk,51,"  0,15 ","  0,29 ",236933,"  0,89 ","  0,11 ","  (8,14)","  0,04 ","  115,99 ","  0,32 "
Folk,44,"  0,34 ","  0,57 ",183580,"  0,63 ","  0,12 ","  (8,77)","  0,03 ","  111,00 ","  0,56 "
Folk,45,"  0,58 ","  0,34 ",65493,"  0,16 ","  0,11 ","  (12,23)","  0,04 ","  109,76 ","  0,08 "
Folk,44,"  0,89 ","  0,70 ",143133,"  0,06 ","  0,11 ","  (20,36)","  0,06 ","  120,45 ","  0,68 "
Folk,48,"  0,66 ","  0,29 ",280307,"  0,31 ","  0,13 ","  (14,15)","  0,03 ","  103,41 ","  0,39 "
Folk,47,"  0,13 ","  0,38 ",331867,"  0,46 ","  0,12 ","  (13,53)","  0,03 ","  102,85 ","  0,54 "
Folk,49,"  0,70 ","  0,64 ",283267,"  0,37 ","  0,21 ","  (10,88)","  0,04 ","  77,55 ","  0,56 "
Folk,41,"  0,45 ","  0,74 ",232133,"  0,47 ","  0,10 ","  (6,83)","  0,03 ","  134,03 ","  0,35 "
Folk,41,"  0,52 ","  0,47 ",277800,"  0,31 ","  0,11 ","  (7,63)","  0,03 ","  120,18 ","  0,09 "
Folk,41,"  0,01 ","  0,45 ",349953,"  0,83 ","  0,06 ","  (6,16)","  0,07 ","  156,02 ","  0,49 "
Folk,40,"  0,74 ","  0,33 ",386440,"  0,39 ","  0,14 ","  (10,16)","  0,04 ","  68,56 ","  0,35 "
Folk,45,"  0,01 ","  0,52 ",221200,"  0,70 ","  0,17 ","  (12,22)","  0,07 ","  130,57 ","  0,75 "
Folk,45,"  0,80 ","  0,56 ",241307,"  0,22 ","  0,10 ","  (11,29)","  0,04 ","  128,73 ","  0,33 "
Folk,48,"  0,17 ","  0,28 ",273137,"  0,92 ","  0,32 ","  (3,85)","  0,32 ","  99,46 ","  0,36 "
Folk,44,"  0,74 ","  0,43 ",277547,"  0,35 ","  0,15 ","  (9,34)","  0,03 ","  94,92 ","  0,25 "
Folk,41,"  0,54 ","  0,68 ",227307,"  0,40 ","  0,12 ","  (8,46)","  0,03 ","  79,15 ","  0,26 "
Folk,44,"  0,94 ","  0,36 ",151720,"  0,22 ","  0,09 ","  (11,81)","  0,03 ","  52,65 ","  0,49 "
Folk,37,"  0,32 ","  0,62 ",191733,"  0,51 ","  0,09 ","  (8,44)","  0,03 ","  126,01 ","  0,13 "
Folk,39,"  0,90 ","  0,51 ",176387,"  0,35 ","  0,17 ","  (10,23)","  0,03 ","  140,01 ","  0,47 "
Folk,47,"  0,91 ","  0,43 ",195707,"  0,35 ","  0,11 ","  (12,15)","  0,03 ","  94,41 ","  0,26 "
Folk,47,"  0,32 ","  0,32 ",255318,"  0,67 ","  0,75 ","  (5,40)","  0,04 ","  194,08 ","  0,69 "
Folk,39,"  0,80 ","  0,41 ",128387,"  0,23 ","  0,11 ","  (9,64)","  0,03 ","  179,87 ","  0,57 "
Folk,38,"  0,20 ","  0,65 ",189907,"  0,50 ","  0,66 ","  (7,14)","  0,03 ","  109,95 ","  0,41 "
Folk,41,"  0,85 ","  0,51 ",306400,"  0,42 ","  0,14 ","  (10,46)","  0,03 ","  133,92 ","  0,06 "
Folk,38,"  0,15 ","  0,60 ",235147,"  0,32 ","  0,10 ","  (14,31)","  0,03 ","  81,22 ","  0,36 "
Folk,47,"  0,03 ","  0,52 ",325573,"  0,77 ","  0,96 ","  (8,70)","  0,10 ","  122,78 ","  0,57 "
Folk,38,"  0,09 ","  0,55 ",101987,"  0,50 ","  0,35 ","  (6,48)","  0,04 ","  125,18 ","  0,51 "
Hip-Hop,84,"  0,02 ","  0,70 ",248521,"  0,66 ","  0,06 ","  (7,88)","  0,05 ","  159,95 ","  0,45 "
Hip-Hop,68,"  0,15 ","  0,64 ",330000,"  0,64 ","  0,12 ","  (5,83)","  0,18 ","  75,49 ","  0,35 "
Hip-Hop,79,"  0,53 ","  0,86 ",248133,"  0,95 ","  0,21 ","  (1,19)","  0,26 ","  114,64 ","  0,67 "
Hip-Hop,75,"  0,11 ","  0,66 ",180480,"  0,87 ","  0,04 ","  (4,29)","  0,12 ","  93,03 ","  0,38 "
Hip-Hop,71,"  0,12 ","  0,71 ",252026,"  0,56 ","  0,56 ","  (7,62)","  0,03 ","  98,09 ","  0,42 "
Hip-Hop,73,"  0,03 ","  0,62 ",309638,"  0,68 ","  0,38 ","  (6,03)","  0,31 ","  179,50 ","  0,31 "
Hip-Hop,71,"  0,07 ","  0,59 ",222467,"  0,53 ","  0,07 ","  (8,97)","  0,50 ","  126,51 ","  0,49 "
Hip-Hop,67,"  0,17 ","  0,77 ",126043,"  0,61 ","  0,33 ","  (4,22)","  0,06 ","  128,16 ","  0,43 "
Hip-Hop,68,"  0,04 ","  0,78 ",175213,"  0,63 ","  0,06 ","  (4,64)","  0,34 ","  150,06 ","  0,75 "
Hip-Hop,67,"  0,03 ","  0,68 ",238203,"  0,64 ","  0,20 ","  (4,41)","  0,29 ","  89,09 ","  0,18 "
Hip-Hop,67,"  0,25 ","  0,49 ",246793,"  0,65 ","  0,23 ","  (6,24)","  0,25 ","  164,21 ","  0,46 "
Hip-Hop,64,"  0,00 ","  0,78 ",217707,"  0,68 ","  0,23 ","  (6,22)","  0,27 ","  131,98 ","  0,27 "
Hip-Hop,68,"  0,06 ","  0,80 ",224240,"  0,47 ","  0,08 ","  (8,11)","  0,06 ","  103,06 ","  0,48 "
Hip-Hop,63,"  0,76 ","  0,49 ",272573,"  0,57 ","  0,18 ","  (10,29)","  0,31 ","  185,52 ","  0,58 "
Hip-Hop,65,"  0,37 ","  0,78 ",211862,"  0,54 ","  0,23 ","  (4,30)","  0,09 ","  144,97 ","  0,62 "
Hip-Hop,63,"  0,01 ","  0,91 ",194293,"  0,62 ","  0,08 ","  (6,71)","  0,30 ","  99,50 ","  0,72 "
Hip-Hop,79,"  0,18 ","  0,76 ",228875,"  0,63 ","  0,15 ","  (4,84)","  0,05 ","  118,97 ","  0,38 "
Hip-Hop,59,"  0,11 ","  0,74 ",198165,"  0,57 ","  0,12 ","  (7,32)","  0,07 ","  108,90 ","  0,80 "
Hip-Hop,63,"  0,23 ","  0,79 ",251467,"  0,63 ","  0,35 ","  (9,43)","  0,36 ","  87,55 ","  0,52 "
Hip-Hop,62,"  0,38 ","  0,76 ",153725,"  0,23 ","  0,36 ","  (8,33)","  0,15 ","  96,91 ","  0,28 "
Hip-Hop,60,"  0,12 ","  0,55 ",188040,"  0,73 ","  0,12 ","  (6,28)","  0,33 ","  154,16 ","  0,57 "
Hip-Hop,67,"  0,31 ","  0,79 ",235703,"  0,44 ","  0,12 ","  (7,67)","  0,16 ","  98,01 ","  0,32 "
Hip-Hop,59,"  0,10 ","  0,80 ",145455,"  0,64 ","  0,12 ","  (7,88)","  0,24 ","  164,99 ","  0,47 "
Hip-Hop,62,"  0,86 ","  0,81 ",94933,"  0,54 ","  0,14 ","  (6,53)","  0,25 ","  92,13 ","  0,81 "
Hip-Hop,59,"  0,00 ","  0,80 ",225135,"  0,46 ","  0,31 ","  (7,44)","  0,05 ","  130,01 ","  0,17 "
Hip-Hop,58,"  0,15 ","  0,61 ",183173,"  0,54 ","  0,15 ","  (6,47)","  0,05 ","  68,86 ","  0,38 "
Hip-Hop,60,"  0,08 ","  0,90 ",223053,"  0,78 ","  0,15 ","  (4,48)","  0,15 ","  114,95 ","  0,18 "
Hip-Hop,59,"  0,02 ","  0,66 ",209813,"  0,64 ","  0,38 ","  (4,55)","  0,12 ","  179,04 ","  0,43 "
Hip-Hop,60,"  0,33 ","  0,87 ",153191,"  0,60 ","  0,11 ","  (10,49)","  0,35 ","  94,03 ","  0,78 "
Hip-Hop,56,"  0,03 ","  0,73 ",219307,"  0,53 ","  0,10 ","  (5,76)","  0,04 ","  134,97 ","  0,48 "
Hip-Hop,63,"  0,01 ","  0,75 ",317933,"  0,68 ","  0,10 ","  (6,19)","  0,03 ","  93,80 ","  0,59 "
Hip-Hop,57,"  0,15 ","  0,76 ",239412,"  0,77 ","  0,56 ","  (5,08)","  0,06 ","  105,94 ","  0,22 "
Hip-Hop,61,"  0,76 ","  0,55 ",200205,"  0,61 ","  0,08 ","  (10,98)","  0,32 ","  91,69 ","  0,15 "
Hip-Hop,57,"  0,24 ","  0,77 ",194824,"  0,56 ","  0,09 ","  (7,24)","  0,28 ","  170,08 ","  0,53 "
Hip-Hop,55,"  0,01 ","  0,60 ",282413,"  0,68 ","  0,38 ","  (5,74)","  0,30 ","  160,07 ","  0,66 "
Hip-Hop,55,"  0,02 ","  0,83 ",199973,"  0,49 ","  0,11 ","  (9,32)","  0,26 ","  96,99 ","  0,44 "
Hip-Hop,57,"  0,21 ","  0,52 ",291280,"  0,78 ","  0,61 ","  (3,76)","  0,19 ","  117,26 ","  0,31 "
Opera,16,"  0,96 ","  0,18 ",181733,"  0,11 ","  0,19 ","  (21,61)","  0,04 ","  85,36 ","  0,08 "
Opera,19,"  0,98 ","  0,27 ",287600,"  0,09 ","  0,10 ","  (15,58)","  0,04 ","  78,54 ","  0,09 "
Opera,17,"  0,93 ","  0,36 ",387027,"  0,30 ","  0,30 ","  (12,42)","  0,03 ","  96,56 ","  0,35 "
Opera,16,"  0,99 ","  0,20 ",388840,"  0,04 ","  0,18 ","  (21,95)","  0,05 ","  64,10 ","  0,04 "
Opera,11,"  0,95 ","  0,18 ",172813,"  0,21 ","  0,54 ","  (14,53)","  0,04 ","  173,52 ","  0,12 "
Opera,19,"  0,92 ","  0,28 ",228680,"  0,29 ","  0,09 ","  (14,75)","  0,03 ","  94,52 ","  0,50 "
Opera,17,"  0,96 ","  0,46 ",210373,"  0,15 ","  0,09 ","  (22,14)","  0,06 ","  104,01 ","  0,35 "
Opera,10,"  0,97 ","  0,31 ",175200,"  0,29 ","  0,32 ","  (12,01)","  0,04 ","  86,64 ","  0,06 "
Opera,19,"  0,82 ","  0,16 ",318907,"  0,03 ","  0,10 ","  (28,31)","  0,05 ","  76,02 ","  0,07 "
Opera,16,"  0,97 ","  0,36 ",200400,"  0,29 ","  0,79 ","  (13,93)","  0,05 ","  107,94 ","  0,23 "
Opera,7,"  0,99 ","  0,44 ",110960,"  0,07 ","  0,72 ","  (21,69)","  0,06 ","  85,53 ","  0,26 "
Opera,15,"  0,97 ","  0,18 ",189427,"  0,01 ","  0,06 ","  (35,99)","  0,04 ","  70,16 ","  0,04 "
Opera,13,"  0,85 ","  0,26 ",222267,"  0,13 ","  0,38 ","  (23,92)","  0,04 ","  138,61 ","  0,33 "
Opera,9,"  0,96 ","  0,34 ",281493,"  0,10 ","  0,50 ","  (21,95)","  0,14 ","  71,57 ","  0,08 "
Opera,18,"  0,77 ","  0,60 ",99760,"  0,27 ","  0,12 ","  (16,50)","  0,03 ","  85,58 ","  0,61 "
Opera,5,"  0,92 ","  0,22 ",324627,"  0,10 ","  0,12 ","  (21,39)","  0,05 ","  129,59 ","  0,07 "
Opera,6,"  0,95 ","  0,29 ",408133,"  0,14 ","  0,10 ","  (19,49)","  0,11 ","  80,58 ","  0,04 "
Opera,8,"  0,90 ","  0,20 ",626427,"  0,27 ","  0,10 ","  (14,64)","  0,03 ","  94,94 ","  0,16 "
Opera,9,"  0,95 ","  0,25 ",247707,"  0,16 ","  0,66 ","  (18,92)","  0,06 ","  76,59 ","  0,08 "
Opera,11,"  0,94 ","  0,36 ",133533,"  0,14 ","  0,47 ","  (20,16)","  0,05 ","  67,86 ","  0,15 "
Opera,10,"  0,98 ","  0,42 ",131040,"  0,22 ","  0,29 ","  (21,54)","  0,19 ","  167,37 ","  0,34 "
Opera,12,"  0,95 ","  0,08 ",364707,"  0,02 ","  0,07 ","  (29,62)","  0,04 ","  81,76 ","  0,03 "
Opera,11,"  0,98 ","  0,25 ",247933,"  0,14 ","  0,26 ","  (18,23)","  0,08 ","  78,01 ","  0,04 "
Opera,10,"  0,89 ","  0,20 ",93000,"  0,02 ","  0,49 ","  (26,06)","  0,04 ","  76,73 ","  0,17 "
Opera,7,"  0,97 ","  0,09 ",289200,"  0,09 ","  0,10 ","  (23,24)","  0,04 ","  70,02 ","  0,15 "
Opera,12,"  0,90 ","  0,25 ",313760,"  0,03 ","  0,52 ","  (31,26)","  0,05 ","  170,06 ","  0,07 "
Opera,9,"  0,98 ","  0,45 ",99000,"  0,15 ","  0,26 ","  (20,48)","  0,13 ","  126,78 ","  0,37 "
Opera,9,"  0,74 ","  0,44 ",270533,"  0,38 ","  0,14 ","  (10,07)","  0,03 ","  115,93 ","  0,57 "
Opera,11,"  0,90 ","  0,30 ",412000,"  0,06 ","  0,08 ","  (29,11)","  0,05 ","  66,05 ","  0,25 "
Opera,12,"  0,96 ","  0,21 ",315931,"  0,06 ","  0,51 ","  (18,25)","  0,05 ","  76,75 ","  0,04 "
Opera,6,"  0,98 ","  0,40 ",165987,"  0,43 ","  0,89 ","  (10,05)","  0,06 ","  107,74 ","  0,20 "
Opera,10,"  0,96 ","  0,44 ",75560,"  0,44 ","  0,66 ","  (14,76)","  0,31 ","  114,76 ","  0,50 "
Opera,9,"  0,97 ","  0,12 ",256667,"  0,20 ","  0,06 ","  (14,61)","  0,04 ","  82,30 ","  0,04 "
Opera,15,"  0,81 ","  0,17 ",105333,"  0,08 ","  0,14 ","  (18,80)","  0,04 ","  149,97 ","  0,25 "
Hip-Hop,54,"  0,17 ","  0,83 ",214533,"  0,92 ","  0,05 ","  (3,19)","  0,21 ","  82,77 ","  0,60 "
Hip-Hop,59,"  0,15 ","  0,57 ",289600,"  0,88 ","  0,31 ","  (4,08)","  0,28 ","  165,43 ","  0,58 "
Hip-Hop,54,"  0,19 ","  0,75 ",201667,"  0,66 ","  0,67 ","  (6,11)","  0,32 ","  155,80 ","  0,69 "
Hip-Hop,55,"  0,00 ","  0,68 ",179467,"  0,77 ","  0,10 ","  (2,38)","  0,05 ","  82,49 ","  0,30 "
Hip-Hop,52,"  0,10 ","  0,45 ",274147,"  0,92 ","  0,14 ","  (5,95)","  0,52 ","  66,45 ","  0,19 "
Hip-Hop,53,"  0,12 ","  0,89 ",191160,"  0,57 ","  0,28 ","  (7,65)","  0,32 ","  132,07 ","  0,61 "
Hip-Hop,54,"  0,12 ","  0,62 ",214684,"  0,47 ","  0,11 ","  (8,13)","  0,14 ","  167,75 ","  0,33 "
Hip-Hop,55,"  0,02 ","  0,68 ",216120,"  0,72 ","  0,21 ","  (7,09)","  0,05 ","  125,09 ","  0,05 "
Hip-Hop,53,"  0,22 ","  0,61 ",228650,"  0,69 ","  0,37 ","  (6,41)","  0,42 ","  137,84 ","  0,48 "
Hip-Hop,54,"  0,07 ","  0,78 ",213626,"  0,56 ","  0,09 ","  (8,84)","  0,20 ","  91,00 ","  0,41 "
Hip-Hop,58,"  0,03 ","  0,78 ",240761,"  0,66 ","  0,10 ","  (7,09)","  0,04 ","  136,05 ","  0,45 "
Hip-Hop,54,"  0,13 ","  0,88 ",95957,"  0,77 ","  0,08 ","  (5,46)","  0,05 ","  120,91 ","  0,42 "
Hip-Hop,54,"  0,52 ","  0,59 ",217920,"  0,62 ","  0,12 ","  (3,40)","  0,10 ","  83,94 ","  0,31 "
Hip-Hop,52,"  0,09 ","  0,66 ",211613,"  0,83 ","  0,13 ","  (5,29)","  0,29 ","  144,02 ","  0,33 "
Hip-Hop,56,"  0,03 ","  0,81 ",172520,"  0,51 ","  0,13 ","  (7,12)","  0,30 ","  83,97 ","  0,20 "
Hip-Hop,56,"  0,34 ","  0,86 ",216720,"  0,67 ","  0,13 ","  (7,61)","  0,32 ","  154,99 ","  0,47 "
Hip-Hop,50,"  0,37 ","  0,76 ",240053,"  0,66 ","  0,11 ","  (5,29)","  0,22 ","  150,01 ","  0,40 "
Hip-Hop,52,"  0,10 ","  0,68 ",195371,"  0,50 ","  0,10 ","  (8,41)","  0,30 ","  79,97 ","  0,53 "
Hip-Hop,52,"  0,17 ","  0,81 ",159494,"  0,62 ","  0,08 ","  (6,97)","  0,48 ","  157,95 ","  0,43 "
Hip-Hop,53,"  0,22 ","  0,68 ",222165,"  0,55 ","  0,13 ","  (8,75)","  0,29 ","  73,99 ","  0,36 "
Hip-Hop,50,"  0,19 ","  0,77 ",261176,"  0,53 ","  0,07 ","  (6,23)","  0,23 ","  136,11 ","  0,57 "
Hip-Hop,51,"  0,12 ","  0,53 ",223507,"  0,73 ","  0,32 ","  (5,16)","  0,40 ","  131,98 ","  0,72 "
Hip-Hop,49,"  0,40 ","  0,80 ",257418,"  0,56 ","  0,10 ","  (6,04)","  0,28 ","  91,98 ","  0,52 "
Hip-Hop,54,"  0,00 ","  0,70 ",253773,"  0,91 ","  0,30 ","  (3,33)","  0,19 ","  160,04 ","  0,59 "
Hip-Hop,51,"  0,00 ","  0,78 ",408307,"  0,73 ","  0,24 ","  (12,28)","  0,06 ","  102,40 ","  0,72 "
Hip-Hop,49,"  0,05 ","  0,78 ",116820,"  0,57 ","  0,31 ","  (8,76)","  0,25 ","  122,01 ","  0,42 "
Hip-Hop,49,"  0,14 ","  0,85 ",191787,"  0,56 ","  0,22 ","  (7,53)","  0,44 ","  149,96 ","  0,56 "
Hip-Hop,53,"  0,13 ","  0,69 ",152137,"  0,68 ","  0,11 ","  (5,28)","  0,08 ","  100,96 ","  0,34 "
Hip-Hop,50,"  0,41 ","  0,75 ",298867,"  0,85 ","  0,39 ","  (8,03)","  0,35 ","  97,96 ","  0,66 "
Hip-Hop,49,"  0,18 ","  0,52 ",220571,"  0,72 ","  0,06 ","  (8,30)","  0,43 ","  97,95 ","  0,32 "
Hip-Hop,52,"  0,79 ","  0,59 ",142046,"  0,42 ","  0,19 ","  (9,92)","  0,17 ","  161,96 ","  0,60 "
Hip-Hop,49,"  0,20 ","  0,67 ",283533,"  0,86 ","  0,10 ","  (3,18)","  0,05 ","  130,02 ","  0,12 "
Hip-Hop,48,"  0,21 ","  0,49 ",319846,"  0,65 ","  0,13 ","  (7,74)","  0,31 ","  88,69 ","  0,52 "
Hip-Hop,41,"  0,01 ","  0,69 ",235404,"  0,70 ","  0,14 ","  (6,73)","  0,04 ","  125,03 ","  0,16 "
Hip-Hop,50,"  0,72 ","  0,64 ",225336,"  0,49 ","  0,12 ","  (8,40)","  0,42 ","  75,68 ","  0,82 "
Hip-Hop,53,"  0,12 ","  0,67 ",33160,"  0,11 ","  0,10 ","  (23,93)","  0,68 ","  131,30 ","  0,40 "
Hip-Hop,51,"  0,00 ","  0,56 ",216557,"  0,55 ","  0,12 ","  (6,11)","  0,03 ","  82,06 ","  0,25 "
Hip-Hop,51,"  0,00 ","  0,80 ",98107,"  0,75 ","  0,08 ","  (7,88)","  0,06 ","  122,05 ","  0,79 "
Hip-Hop,42,"  0,02 ","  0,76 ",142846,"  0,64 ","  0,12 ","  (7,61)","  0,16 ","  130,01 ","  0,32 "
Hip-Hop,64,"  0,12 ","  0,71 ",200000,"  0,90 ","  0,22 ","  (4,94)","  0,06 ","  99,98 ","  0,39 "
Hip-Hop,49,"  0,26 ","  0,77 ",239800,"  0,42 ","  0,28 ","  (7,24)","  0,32 ","  154,11 ","  0,53 "
Hip-Hop,48,"  0,05 ","  0,89 ",261067,"  0,42 ","  0,11 ","  (14,51)","  0,23 ","  98,33 ","  0,61 "
Hip-Hop,51,"  0,10 ","  0,72 ",220543,"  0,38 ","  0,12 ","  (8,90)","  0,08 ","  79,97 ","  0,39 "
Classical,65,"  1,00 ","  0,40 ",348333,"  0,00 ","  0,09 ","  (29,48)","  0,07 ","  130,46 ","  0,08 "
Classical,10,"  0,99 ","  0,42 ",492533,"  0,12 ","  0,68 ","  (23,92)","  0,05 ","  126,18 ","  0,32 "
Classical,23,"  0,99 ","  0,33 ",219947,"  0,23 ","  0,11 ","  (23,13)","  0,05 ","  146,58 ","  0,86 "
Classical,25,"  0,94 ","  0,33 ",1059413,"  0,08 ","  0,10 ","  (24,90)","  0,04 ","  125,66 ","  0,18 "
Classical,60,"  0,97 ","  0,12 ",477733,"  0,02 ","  0,07 ","  (27,89)","  0,04 ","  77,59 ","  0,05 "
Classical,54,"  1,00 ","  0,20 ",105467,"  0,01 ","  0,10 ","  (34,58)","  0,04 ","  91,50 ","  0,27 "
Classical,47,"  0,97 ","  0,11 ",539560,"  0,03 ","  0,08 ","  (28,50)","  0,05 ","  170,63 ","  0,04 "
Classical,47,"  0,85 ","  0,60 ",97133,"  0,27 ","  0,15 ","  (18,06)","  0,03 ","  125,53 ","  0,76 "
Opera,12,"  0,82 ","  0,21 ",366733,"  0,28 ","  0,11 ","  (16,59)","  0,03 ","  173,28 ","  0,34 "
Opera,3,"  0,91 ","  0,40 ",156667,"  0,28 ","  0,18 ","  (15,04)","  0,05 ","  82,45 ","  0,44 "
Opera,6,"  0,98 ","  0,41 ",312296,"  0,23 ","  0,07 ","  (17,21)","  0,05 ","  122,31 ","  0,30 "
Opera,7,"  0,97 ","  0,10 ",374000,"  0,44 ","  0,30 ","  (15,76)","  0,05 ","  56,56 ","  0,08 "
Opera,4,"  0,94 ","  0,44 ",409867,"  0,22 ","  0,20 ","  (13,62)","  0,04 ","  128,69 ","  0,34 "
Opera,3,"  0,97 ","  0,28 ",237587,"  0,23 ","  0,17 ","  (18,48)","  0,06 ","  94,69 ","  0,17 "
Opera,13,"  0,94 ","  0,42 ",216853,"  0,22 ","  0,13 ","  (16,45)","  0,05 ","  107,89 ","  0,40 "
Opera,5,"  0,99 ","  0,60 ",57507,"  0,21 ","  0,12 ","  (14,43)","  0,04 ","  83,85 ","  0,51 "
Opera,9,"  0,99 ","  0,25 ",269333,"  0,24 ","  0,13 ","  (15,83)","  0,04 ","  82,57 ","  0,13 "
Opera,6,"  0,66 ","  0,43 ",43760,"  0,09 ","  0,18 ","  (20,60)","  0,04 ","  89,41 ","  0,22 "
Opera,5,"  0,93 ","  0,23 ",174543,"  0,29 ","  0,31 ","  (8,91)","  0,03 ","  80,54 ","  0,15 "
Opera,13,"  0,95 ","  0,46 ",96732,"  0,31 ","  0,15 ","  (18,85)","  0,04 ","  107,78 ","  0,71 "
Opera,5,"  0,98 ","  0,41 ",152867,"  0,05 ","  0,26 ","  (25,81)","  0,06 ","  67,21 ","  0,13 "
Opera,5,"  0,88 ","  0,20 ",246813,"  0,24 ","  0,63 ","  (16,95)","  0,04 ","  146,64 ","  0,14 "
Opera,6,"  0,96 ","  0,15 ",332467,"  0,09 ","  0,37 ","  (21,85)","  0,05 ","  91,15 ","  0,04 "
Opera,5,"  0,97 ","  0,28 ",262773,"  0,14 ","  0,12 ","  (15,98)","  0,04 ","  106,36 ","  0,12 "
Opera,6,"  0,96 ","  0,49 ",221693,"  0,11 ","  0,50 ","  (26,63)","  0,16 ","  128,14 ","  0,23 "
Opera,11,"  0,97 ","  0,16 ",177213,"  0,10 ","  0,08 ","  (23,45)","  0,04 ","  89,29 ","  0,04 "
Opera,9,"  0,98 ","  0,27 ",248267,"  0,16 ","  0,10 ","  (16,87)","  0,04 ","  132,24 ","  0,16 "
Opera,9,"  0,99 ","  0,19 ",208267,"  0,28 ","  0,69 ","  (18,59)","  0,08 ","  83,45 ","  0,07 "
Opera,12,"  0,98 ","  0,27 ",259533,"  0,07 ","  0,08 ","  (16,60)","  0,05 ","  78,72 ","  0,04 "
Pop,97,"  0,32 ","  0,83 ",238200,"  0,77 ","  0,14 ","  (4,22)","  0,05 ","  126,90 ","  0,76 "
Pop,83,"  0,69 ","  0,49 ",251034,"  0,28 ","  0,10 ","  (13,40)","  0,30 ","  92,60 ","  0,18 "
Pop,80,"  0,87 ","  0,66 ",232533,"  0,29 ","  0,11 ","  (10,57)","  0,03 ","  103,97 ","  0,30 "
Pop,79,"  0,01 ","  0,73 ",188174,"  0,43 ","  0,05 ","  (6,67)","  0,06 ","  85,89 ","  0,86 "
Pop,77,"  0,06 ","  0,85 ",205879,"  0,55 ","  0,33 ","  (7,29)","  0,19 ","  142,07 ","  0,66 "
Pop,79,"  0,00 ","  0,62 ",248336,"  0,82 ","  0,06 ","  (5,32)","  0,03 ","  121,24 ","  0,60 "
Pop,76,"  0,31 ","  0,54 ",182493,"  0,61 ","  0,21 ","  (6,02)","  0,42 ","  168,20 ","  0,68 "
Pop,79,"  0,00 ","  0,94 ",201707,"  0,50 ","  0,08 ","  (10,08)","  0,14 ","  140,01 ","  0,46 "
Pop,71,"  0,61 ","  0,52 ",167207,"  0,64 ","  0,10 ","  (6,67)","  0,08 ","  180,22 ","  0,64 "
Pop,79,"  0,01 ","  0,92 ",191252,"  0,47 ","  0,33 ","  (8,44)","  0,12 ","  136,00 ","  0,29 "
Pop,71,"  0,11 ","  0,57 ",273133,"  0,87 ","  0,33 ","  (5,91)","  0,43 ","  130,42 ","  0,76 "
